feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.06326365944522414,-0.5031841719293547,0.9255035291442624,0.04981373833688354,-1.141728144011009,0.7008722039892009,-0.7333380369292474,-1.8197003473799929,0.3768527064528171,-2.3278487401350056
0.5988263666831086,-0.4689496951938511,-0.6610670745266309,1.0865934692920285,0.32753970445455965,2.5029268309736765,2.386339396337375,-0.5048716779934876,-0.6686559251871963,2.7206899442104264
-0.6470938036635646,-0.030786820526780074,-0.15377478997749028,0.9860916668006752,-1.1406450038443643,0.20575361931420938,-0.8597090701495994,0.3204893115432883,0.850055387780012,-1.1939040507990972
1.0235118277157977,-0.8928628767949013,-0.5607995743544237,-1.6818708734136318,-0.0375052424541928,-0.9963770392933193,1.583197986619231,-1.4396159017763768,-0.27135408981119036,-0.5303018125709107
1.8064856835244227,-0.21773893713416265,-0.45236691994211725,-0.14727541065259023,-1.5022215716403569,-0.972698577045676,-1.4313767480224404,0.8241631824525462,1.3903739524797933,-3.487196740893308
-0.9772771554827905,1.232442585494569,-0.021233754116067267,-0.6576640565566205,1.3402852340618954,-0.44590279198930727,-0.8008432407483977,0.38420060565736075,1.0350236915044633,0.7332954098726906
-0.346667116106888,0.9482169034144257,0.8316609632406046,-1.1661213748166153,-1.1573255257713457,1.4102890361089733,0.8314157627846508,-0.5202939276343065,-0.6930248570598396,5.392884943890039
-0.00645920554534294,-0.5776855110082492,1.3028952416631099,-0.6573430540729593,-0.19307298590889985,-0.9687223850776305,-1.1350437462406118,-0.174509204841231,0.3883807866054239,-2.221656612896429
0.6029669866906329,-1.7886030961708126,-1.6013441923777219,-0.23256329897726094,-0.009124456259650101,-1.7898466937487663,2.2687578652496985,1.3460536300824548,0.09356342847042316,0.7212319038049364
-0.7434644054719763,-0.6430504196844583,0.2494093776757816,-0.9845455180373994,0.42724184350441147,0.18795662128997337,0.08150616353825228,1.5899812827418351,-0.11378326665963344,1.6088567140644598
0.8586125617834667,1.907406619049457,-1.322947102636983,-0.5431685843358263,1.6739283768823143,-1.2051094839856844,-0.44456072071584735,0.08242880496679328,-0.6628294556680753,-2.5692414786483826
0.9326297639587537,0.9910232247803856,-0.18602695977521938,0.2737707805822875,-0.8620061921735732,0.3421013414614762,0.28272862623557854,0.563780114525475,-1.787194071069183,1.7125618375854257
-0.7013067889380222,0.5702010546765599,0.5636323849959562,-0.14567629579015695,-1.6607835235158974,-1.4864160908914585,0.7812613975826351,1.45008350358121,-1.7409229883794786,6.057215598433633
2.252410696224456,-0.2415405468393216,-1.2594196925866392,-1.1297905286483567,-0.09920846845020127,-0.7385407667555145,1.5583624515689494,0.38071113261745915,-0.06504294980825862,-0.2175747923464718
2.19519566748225,-0.9118005842605119,-0.21696390811203375,1.3815210462221352,-0.7221318897672101,-1.9787557844443515,1.9857301512411307,1.1415877058256072,-0.21865970535338003,-0.21948852389693674
-0.7643996166606842,0.2500167452370793,-1.5475843219859529,2.3531579188633773,0.23430713578421156,-0.6739935443777443,0.09818601888612827,-0.642830248098771,1.159048974465781,-2.4770464057824735
0.20269592704137795,0.603516138104387,0.3924077976011369,-1.1329872279447464,-1.1462905501260479,-0.65989537013224,-1.3678373556232648,0.5362718986768096,-1.0667540085375706,-0.049431431818181715
-0.656159091258513,-0.16456651284135249,0.6404120581257933,-0.035758730131571895,0.09649594740514092,0.537785518311469,1.4721544912138027,0.8738887420970843,-0.33992880019646365,4.605720866747236
-1.7767151943101205,0.550630542153546,2.1068169367351146,-0.4569818249696792,0.6734637222189598,0.4585010330008056,-0.23800238933365167,-0.08917012950276239,-0.9000275266659827,3.5044923176600324
0.17142604326552083,0.8140385398367928,0.7615094013663982,0.12930883832800036,1.0030568244773752,0.11181925413853028,1.023380887069527,-1.1863352575643817,-0.8947505844721775,0.8520918844336554
-0.7441191099999509,0.0953805101940826,-0.2279858599556614,-0.8010497276029196,0.25390710300786334,0.45244064873451784,0.7761286338405823,-1.0283981099804071,-0.22844377021499396,1.7835167335206252
1.6695331347519722,0.06634875660536756,-0.4603607746105982,-0.46740909843898376,1.1307292076633249,-0.13241332001556222,-1.4483298204116555,0.13943956956684356,-0.5562142893904216,-5.10238944200058
0.16140940777633395,1.415287937879898,-0.3322783834790861,-0.5188791837200022,-1.9751283369402264,-0.748284338255619,-0.0008131792675687356,1.2389199339748957,-0.2895830160466024,4.841169415889986
-0.41845591514577457,0.4108706029752535,1.0464973574625898,0.4357361462437864,1.4360777045630404,0.7899108510198758,-0.9585047425733964,0.5046590239424662,0.23905269144388283,-1.1118377547119458
-1.4153183579421416,-0.6276782087608044,1.190378996679028,-2.314689234127964,-0.5615286862039481,0.8954422002451935,-1.6291952437920518,1.131825625901184,1.2704496569078474,1.768054196609724
0.12879170978761328,-0.5412417513526692,0.5921498604515905,0.7708304241582284,-0.5857600157285728,-0.03195126789275322,0.6004795954495623,-1.0180282660436053,0.16964471160432548,0.07369469962647285
0.5021229441712396,2.060707627745595,0.9494203231735289,0.2499017650508495,0.7770662578527235,-1.7166814368757155,-0.24029970401639342,-0.7127918534008949,-0.5397854421180608,-1.1835435064661786
-1.0878932383778632,1.5096568598814333,0.16483840682258827,0.3306501471729109,1.0885168341430524,1.3706627742068398,1.3046105591093635,0.7443721978379443,-2.7507930602159663,6.817748516026957
-0.17396854139910425,0.40534046645191,-0.18242166985224673,-0.5829261896560839,-0.1341739662424094,-0.7676518646319788,-0.45819565127958123,0.46091593669706094,-0.6841783737641685,0.06599800009033074
-0.47462322767907844,1.3623641458670808,-0.5271856946551431,-2.1158945971025114,-0.31836042969458467,-0.9315143646282019,0.7673629356286311,1.3103040910947021,0.6095590130298646,4.40129175804991
-0.1088861868242203,0.5730109133558642,0.4490633525431718,0.797380892540284,-0.8693829097811308,0.8148457582421732,-0.9501264968274721,0.1565702012842288,0.30903862741976057,1.034007856330821
-1.2911040191322791,0.337321731384527,-0.4372512699803989,-0.01282803598181954,1.275994180612572,-1.7144911138852448,0.04852843449303587,-0.7611652262650005,1.1231300517277827,-1.6873658868798176
0.1778825681125015,1.4082105182082725,0.9751727685635817,0.23552692079609264,-0.6205123047148124,-0.49881227174687,0.5525578579452675,2.0369010382673616,0.6995455895798208,5.507532643124648
0.3328217592255532,-0.8615708687016383,-1.4420004382181433,-0.5643170884957116,0.26963421418385,0.5278379057059246,1.4929863125845653,0.5935204184936855,1.5378039155259224,1.4862563041447707
-0.44568299493874225,-0.09797068502814289,-0.3424583523697966,1.495712776291253,0.270236181620701,0.4877088961692126,0.8550079762118521,1.0089400136497482,1.6483941897542282,1.8876041546463265
0.1592844645091947,0.514531421443489,1.6757091856724808,0.35447980287546244,-1.5941123557899313,-1.9237991147778344,0.5229647835306706,-0.4351253650384559,-0.1424040288882418,2.236471193758248
0.28080991455939935,-1.7745631233209258,1.1084961061437566,0.9029767007911886,0.9371697161594852,-1.7799367342012566,-0.026848902883459626,-0.5999799395020765,0.847343060299134,-4.9344522181349
-2.0611879565213775,0.08230236738158489,0.6184795455531894,-0.003716943690922076,0.22402611879154888,-1.7712771210277596,-0.8598128175413411,-0.7281971429496924,0.893671353111364,-1.5698183928869909
0.38863651449662595,0.40019815658029134,0.9839365398346616,1.5685908268635285,1.2711752316444107,-0.35417911371858346,0.5646361923765717,0.4618294711150894,0.3311812313285376,0.04294002567293262
-0.13079798466123857,1.0890755301756188,0.12933678731071663,0.09233711945600812,0.4624900204480385,0.17476382141492267,-0.31582057794449087,0.47964676922752797,0.7662636416299835,1.6008457507267861
0.9435091814352657,1.9932324757131543,0.7540417289384884,-1.4531936231209543,-1.1803004952890532,1.3960479060156767,-1.1746521599252033,0.23854001539448702,-0.38382318969070545,2.9138000415640803
-1.3114083017297673,1.1179038183664847,0.24475326463111027,-0.14450645624848937,0.8282021956727799,0.1874207050361928,0.6155275305080534,1.4671657344552558,0.22400000016466556,4.519806378324237
-1.9913892559533577,0.7383378033975949,0.5198511898174921,0.06439327422678726,-0.3023582953130787,-0.12834107831406474,-0.23022138561259123,2.6097714942794297,-1.3935603780387378,5.8997591810488075
-1.6631719590041951,0.5154634600180041,-0.10965195179609355,0.08373681031744365,0.9634441726057346,0.9962470596508871,-0.22128473367797388,1.3318595762790637,-0.8802004590052698,2.596972861324266
-1.198866911119701,1.022175613395008,-0.7164682420533998,-0.1648413010268084,0.6533504056959774,-0.739539686803323,0.3432067917605513,-0.6335698144207224,0.6856332744336211,0.3341508968047174
-0.8184103543033099,-0.2992279805546593,1.5014245708019933,1.901466511556776,0.5546623131978572,-0.38318100642653236,1.8004550369919625,0.6461161466609502,-0.0844162233781935,3.5768499270838126
1.8795980078002255,1.4465978897575635,-0.8031109141768266,1.377099424046662,-0.6497978110600097,-0.6808457952451161,1.2508930742438726,0.4672888179388133,1.0785135254895588,1.93383971109352
-0.07709395894586962,1.328051425257045,-0.9919629612233607,-1.2121343886003324,-1.100143337569902,-0.4005253887904762,-0.596363532255216,0.8586135243302747,0.6408946697910348,2.463151147185732
-0.7893449328413022,-0.2091324385740137,-0.5429782303066337,0.45117094378424843,0.9035257905292094,2.448923649263866,-1.106363757538756,-1.3320811136334498,0.5764963729016964,-2.974805356439598
1.3028857122638067,0.10055548341852752,1.6228672571214375,-1.225766627885735,-1.9030943513674157,-0.6357714361966084,0.4710024155637202,-0.47710583205811896,-0.07872039187343101,2.4915391741880657
0.7854411039785383,-0.18794147993796018,0.47531877070541984,-1.2635069446517084,-0.3531794140866367,-0.39686085410130756,1.4575329541823445,-0.496212431932842,0.1564583821904262,1.6299845624396823
0.4270237972943849,0.9514045014959162,-1.4056349638483543,-1.381447671971181,0.31942472589821774,-1.4264373414050466,-1.0134253037942553,1.3266383190752085,0.6099124072850991,-1.0891524370056083
-0.07125470537295309,0.16722160383633985,0.38274192115216776,-0.14395375972842686,0.5971784948052687,-1.7990860446875017,0.557597332985973,-1.0031768378459363,0.07232229098413188,-0.35240071012881946
-0.7496998236497887,0.19019682602087407,-0.22271074310444938,-0.5674588696180692,1.5562592581564305,-1.1039301442077014,-1.8005402748467063,-0.5194311119093656,1.4364343658017038,-4.899647317222989
0.48328078364452437,-0.4906977980117563,0.9417964615058522,-0.8677642211282146,1.2348121627859825,-0.49165607205031814,-1.886425158676711,0.5539131122867526,0.3966831518841109,-4.2500032665209435
